"","10.10.2006.1","16.10.2006.2b","13.06.2006.1c","13.06.2006.2c","27.06.2006.1","27.06.2006.2","12.07.2006.1b","25.07.2006.1","02.08.2006.1b","02.08.2006.2b","15.08.2006.2a","22.08.2006.1","22.08.2006.2","05.09.2006.2","12.09.2006.2b","26.09.2006.1b","10.10.2007.1","09.05.2007.1","09.05.2007.2","06.07.2007.1","06.07.2007.2","02.08.2007.1","02.08.2007.2","22.08.2007.1","22.08.2007.2","05.09.2007.1","05.09.2007.2","19.09.2007.1","19.09.2007.2","26.09.2007.2","07.10.2008.5b","07.10.2008.6b","27.10.2008.1","27.10.2008.2","22.05.2008.1","01.06.2008.1","25.06.2008.a","25.06.2008.b","15.07.2008.2","04.08.2008.4b","04.08.2008.2b","18.08.2008.4d","29.08.2008.1","03.09.2008.2b","17.09.2008.1d","17.09.2008.3b","15.10.2009.1","15.10.2009.p2","20.05.2009.1","20.05.2009.2","08.07.2009.1","08.07.2009.2","12.07.2009.2b","25.07.2009.b","25.07.2009.p2","08.08.2009.p2","22.08.2009.1","22.08.2009.p1","02.09.2009.1","02.09.2009.2","16.09.2009.1","16.09.2009.2","23.09.2009.1","23.09.2009.2","19.10.2010.1","19.10.2010.2","05.05.2010.1","05.05.2010.2","16.06.2010.1","16.06.2010.2","05.07.2010.1","12.07.2010.1","12.07.2010.2","26.07.2010.1","10.08.2010.1","10.08.2010.2","22.08.2010.1","16.09.2010.1","16.09.2010.2","12.10.2011.1","12.10.2011.2","15.05.2011.1","21.06.2011.1","05.07.2011.1","05.07.2011.2","19.07.2011.1","19.07.2011.2","09.08.2011.1","09.08.2011.2","23.08.2011.1","23.08.2011.2","12.09.2011.1","12.09.2011.2","17.10.2012.1","17.10.2012.2","24.04.2012.1","07.06.2012.1","07.06.2012.2","20.07.2012.1","20.07.2012.2","14.08.2012.1","14.08.2012.2","17.09.2012.2","23.10.2013.1","23.10.2013.2","05.06.2013.1","05.06.2013.2","03.07.2013.1","03.07.2013.2","16.08.2013.1","27.08.2013.1","17.09.2013.1","17.09.2013.2"
"ASV_436",0,0,0,0,106,116,0,0,6,18,3,13,24,59,5,0,0,0,0,97,97,0,0,0,11,83,71,6,8,0,32,28,0,0,0,0,7,196,0,0,0,29,13,5,87,67,0,0,0,3,0,6,7,0,0,37,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,6,8,19,0,0,0,0,0,10,175,0,5,6,0,0,17,8,101,112,0,0,0,0,0,19,28,0,38,19,0,0,0,0,0,0,7,0,0,0
"ASV_437",0,0,0,0,0,0,0,0,0,11,25,128,352,18,0,0,0,0,0,73,18,94,54,45,24,0,15,0,0,0,25,18,0,0,0,0,0,0,0,14,71,100,46,18,24,16,0,0,0,0,0,0,0,0,0,0,0,33,210,38,29,0,0,0,0,0,0,0,0,0,0,0,0,61,9,0,0,0,15,0,0,0,0,0,0,0,0,48,18,10,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
"ASV_440",66,15,0,0,0,0,0,0,0,0,27,19,60,28,0,36,0,0,0,0,0,31,0,0,0,0,0,0,0,0,107,120,0,0,0,0,0,0,0,0,0,151,12,85,136,57,0,0,0,0,0,0,0,0,0,81,14,0,40,25,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,27,49,0,0,45,18,0,0,0,0,0,0,0,0,16,30,60,68,0,0,0,0,0,40,0,0,71,48,0,0,0,0,0,0,0,0,0,0
"ASV_441",0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,47,0,19,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,68,426,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,441,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"ASV_442",0,0,0,0,0,0,0,0,352,720,14,0,10,8,0,0,0,0,0,0,0,100,156,11,19,7,8,17,13,20,4,4,0,0,0,0,0,0,0,0,30,99,4,0,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,47,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,69,0,0,0,0,0,0,0,0,9,0,0
"ASV_443",4,0,3,0,15,10,18,0,18,26,6,0,0,29,0,17,12,0,0,12,12,17,39,19,16,46,27,21,9,19,30,33,5,0,0,2,6,5,10,0,23,15,10,53,9,5,8,8,0,21,154,9,18,0,0,40,0,15,2,0,5,10,0,4,0,0,0,0,14,14,14,19,31,0,13,17,3,0,0,0,3,0,19,69,9,20,30,0,0,27,0,0,0,26,3,0,16,19,105,35,3,35,16,12,11,0,0,29,50,84,0,0,0
"ASV_444",0,0,0,0,0,0,0,0,107,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,112,0,0,0,0,0,0,0,0,0,0,0,79,116,61,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,28,0,0,0,0,0,0,0,332,301,12,142,0,0,0,0,0,0,0,0,0,0,0
"ASV_445",0,0,0,0,16,19,0,0,67,332,0,0,0,0,0,0,21,0,0,0,0,0,13,0,17,54,24,11,16,14,0,0,0,0,0,0,82,102,30,0,0,74,0,0,0,0,0,0,0,44,69,23,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,16,0,0,0,0,0,0,0,0,0,47,61,0,13,20,0,0,0,0,0,8,0,0,0,12,0,82,0,0,76,0,0,0,14,31,0,27,13,0,0,0
"ASV_446",0,0,0,0,0,16,12,0,0,66,25,66,99,75,0,0,0,0,0,202,169,0,53,17,55,55,57,0,0,0,0,0,0,0,0,0,0,150,0,0,29,99,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,51,12,0,0,0,0,0,0,0,0,45,85,0,0,0,0,0,0,0,65,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_447",0,0,0,0,54,82,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,16,0,10,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,19,0,0,0,0,0,0,0,0,91,140,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,10,17,53,0,0,0,0,0,806,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_449",52,38,25,14,13,12,11,0,8,16,0,5,24,16,0,0,12,0,0,12,17,2,0,14,8,40,26,5,3,0,19,4,0,11,0,0,17,43,4,0,0,9,6,10,0,11,85,109,10,60,15,26,48,0,0,28,0,16,50,0,101,47,9,41,23,18,0,0,23,35,8,11,11,0,11,17,0,16,23,11,20,0,20,25,3,19,21,0,0,7,0,24,19,0,3,0,54,41,4,4,0,0,0,0,7,7,5,5,25,0,0,0,0
"ASV_450",8,0,0,0,0,0,0,2,9,69,31,0,15,60,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,92,0,0,0,0,0,0,0,0,0,15,0,144,363,386,0,0,0,5,0,12,6,4,57,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,11,0,0,0,0,10,0,0,0,0,0,7,0,0,5,14,14,36,0,2,0,0,0,5,0,0,0,2,32,26,0,0,0,0,0,0,72,73
"ASV_451",18,0,0,0,0,0,0,0,35,157,5,13,17,0,0,0,0,0,0,0,0,23,30,0,0,0,17,7,0,0,157,107,0,0,0,0,0,0,0,0,0,183,0,83,19,10,0,0,0,22,0,29,75,6,12,63,16,51,0,0,0,0,0,0,0,0,0,0,0,0,0,135,45,0,0,0,20,0,24,0,0,0,0,59,0,12,18,9,9,0,0,43,69,0,0,0,0,0,118,66,0,19,0,0,0,0,0,0,0,9,0,0,0
"ASV_453",0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,9,21,595,136,0,4,0,56,41,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,33,11,71,0,0,17,0,0,0,0,0,0,0,0,0,0,14,11,0,0,0,0,0,0,0,0,0,15,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0
"ASV_454",121,39,37,24,0,0,0,0,0,0,0,0,0,0,0,0,41,121,153,14,14,0,0,0,0,34,40,47,0,0,0,0,0,47,0,0,21,34,0,0,0,0,0,0,0,0,114,19,40,40,0,0,18,0,0,0,0,0,0,0,0,0,0,0,48,58,48,53,0,0,0,0,0,0,0,0,0,0,0,36,22,162,0,0,0,0,0,0,0,0,0,29,12,49,0,30,40,29,0,0,0,0,0,0,0,34,28,0,26,0,0,0,0
"ASV_455",0,0,0,0,0,3,0,1216,18,141,0,0,5,0,0,7,0,0,0,6,8,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,38,0,0,4,19,17,7,0,0,0,0,0,0,55,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,27,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,0,0,42,10,3,0,0,0,41,8,0,0,0,0,6,0
"ASV_456",75,0,25,18,31,0,0,0,0,13,0,0,0,0,0,0,0,0,15,0,0,0,12,0,0,14,0,0,0,0,13,0,37,0,16,0,32,0,0,0,21,0,0,27,20,0,0,0,0,34,26,40,60,35,161,0,0,0,0,0,0,0,0,0,177,107,17,0,0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"ASV_457",0,0,0,0,0,0,0,0,23,51,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,33,0,36,31,19,0,0,0,0,0,21,57,32,799,140,4,0,43,17,8,0,0,0,0,0,0,0,0,0,0,0,0,170,0,11,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0,93,0,0,22,0,0,0,0,0,0,0,0,0,0,0
"ASV_458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,33,0,0,0,91,99,0,0,0,0,0,0,0,0,0,0,0,55,557,13,0,0,0,0,0,0,0,0,0,0,346,0,95,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0
"ASV_460",678,17,0,0,0,30,0,37,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,83,61,0,13,61,0,0,0,0,0,0,0,0,0,36,0,141,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,128,23,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_461",0,0,0,0,170,188,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,41,0,0,0,0,0,0,15,25,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,59,0,13,83,135,77,0,87,77,0,0,0,0,0,0,0,74,93,39,19,0,0,0,0,0,0,0,28,18,17,0,24,96,246,0,0,10,0
"ASV_462",0,0,0,0,0,0,0,0,254,804,63,46,0,0,0,0,0,0,0,0,0,0,0,23,0,36,0,0,0,0,73,56,0,0,0,0,0,0,0,0,0,151,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_463",0,0,0,0,0,0,12,0,0,0,0,0,0,16,0,0,256,0,0,0,0,0,0,29,12,372,61,290,177,230,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_464",0,0,171,79,78,86,14,0,0,0,0,0,0,0,0,0,0,25,70,8,12,0,0,0,0,0,0,0,0,0,0,0,87,50,50,0,18,32,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,22,77,134,9,0,0,0,0,0,0,0,0,0,0,0,0,26,68,43,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
"ASV_465",0,0,0,0,5,9,0,0,32,104,96,7,10,13,0,8,0,0,0,5,0,33,29,114,112,22,16,0,0,0,12,0,0,0,0,0,10,90,2,5,0,46,6,0,30,14,0,0,0,19,0,6,41,0,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,11,10,12,0,12,0,0,0,0,0,0,0,0,0,20,41,0,0,69,24,0,0,0,0,0,0,0,300,101,23,90,0,0,0,0,0,0,0,18,0,0,0
"ASV_466",74,22,0,0,64,22,37,0,0,0,0,0,0,0,0,31,0,4,0,0,0,36,46,0,0,0,23,0,0,16,117,39,0,0,0,0,5,18,0,0,0,17,0,68,0,19,0,16,20,0,39,0,14,0,22,33,0,24,163,24,84,31,15,14,0,0,0,0,0,0,5,10,2,0,62,76,0,0,0,0,0,0,12,224,15,0,26,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,0,46,0,0,0
"ASV_467",0,0,0,0,0,0,0,73,106,256,0,17,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,15,0,0,0,0,0,0,0,0,15,18,0,35,27,0,0,0,0,0,0,0,0,0,63,0,0,0,107,19,0,0,0,0,0,0,0,0,0,0,12,0,0,211,0,0,30,0,0,0,0,0,0,0,0,0,0,49,293,0,18,0,0,0,0,0,0,0,0,12,14,21,0,0,0,0,0,66,84,0,40,10,14
"ASV_468",3,0,0,0,0,0,3,0,20,47,4,0,0,12,3,0,3,0,0,29,31,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,36,0,6,708,719,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,15,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,0,0
"ASV_469",0,0,91,31,0,0,0,0,5,13,0,0,0,0,0,0,0,0,0,191,132,69,85,10,7,67,35,8,0,0,4,6,0,0,0,0,41,81,0,0,0,92,0,0,27,26,0,0,0,29,59,35,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,39,81,124,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,9,0,0,0,36,48,9,22,0,0,0,0,0,15,18,0,0,0,0,0,0
"ASV_470",0,0,247,105,218,167,4,0,0,0,0,0,0,0,0,0,108,0,0,0,71,0,0,0,0,0,0,0,0,35,0,0,0,0,79,39,15,69,0,0,0,0,0,0,0,0,0,9,9,18,14,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_471",0,0,0,0,0,0,0,19,43,108,127,43,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,31,0,0,0,0,0,0,5,19,0,0,56,171,45,0,0,0,0,0,0,0,31,169,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,60,0,0,30,0,0,0,0,0,0,0,0,0,31,55
"ASV_472",3,0,32,18,64,79,0,0,0,0,0,0,0,0,0,0,0,34,88,14,24,0,0,0,0,0,0,0,7,0,0,0,0,16,7,0,43,37,0,0,0,0,0,0,0,0,9,0,105,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,20,50,62,22,34,0,0,0,0,0,0,0,0,0,21,12,48,15,41,0,0,0,0,0,0,0,42,32,27,6,23,74,66,0,0,0,0,0,0,0,59,47,51,137,0,0,7,0
"ASV_473",0,0,0,0,0,0,0,0,0,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,14,0,27,58,57,0,0,0,0,0,0,0,25,195,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,728,6,8,0,0,0,0,12,0,0,0,0,0,0,20,30,9,0,9,34,0,0,0,0,0,93,44,0,0,0,0,0,0,0,0,0,0,0,12,7
"ASV_474",0,0,58,44,57,38,0,0,0,0,0,0,0,0,0,0,0,112,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,27,24,118,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,36,0,0,0,0,0,0,0,0,0,0,0,0,0,96,88,92,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_476",0,0,0,0,72,71,0,0,0,0,0,0,63,108,0,0,13,0,0,33,103,0,0,0,0,76,107,65,0,0,0,0,0,0,0,0,44,105,0,0,0,0,26,0,0,0,3,0,0,13,0,10,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,42,0,198,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0
"ASV_477",15,0,0,0,0,0,19,0,0,59,0,0,38,41,0,22,0,0,0,26,16,47,66,0,56,20,27,28,0,9,46,40,0,0,0,0,0,0,0,0,0,49,28,52,76,59,0,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,127,26,0,0,0,0,0,0,139,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,41,0,0,0
"ASV_478",0,0,0,0,0,0,11,0,0,0,11,0,0,40,0,13,0,0,0,0,0,98,170,15,30,52,39,0,9,0,42,33,0,0,0,0,0,0,9,0,0,15,17,22,27,27,0,0,0,0,0,0,0,0,0,10,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,36,80,0,18,23,0,0,0,0,0,0,0,0,0,18,27,6,7,31,13,0,0,0,0,0,0,0,95,187,0,64,0,0,0,0,0,0,0,7,0,0,8
"ASV_479",0,0,67,44,0,0,0,0,0,0,0,0,0,0,0,0,53,0,31,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,85,0,0,114,57,263,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,105,57,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,41,41,0,33,0,0,0,0
"ASV_480",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,43,0,0,0,0,0,0,0,0,0,72,562,0,0,0,0,0,0,0,0,0,0,0,207,28,98,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,346,0,12,0,0,0,0,0,0,0,0,0,0,28,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_481",7,11,94,37,10,7,0,0,0,0,0,0,0,65,0,0,7,0,0,8,18,2,2,11,21,33,8,2,9,2,3,0,36,8,18,0,7,25,3,0,0,6,14,4,96,42,13,8,32,107,0,71,86,0,0,46,0,8,0,0,7,2,5,16,24,21,0,8,0,3,3,0,0,0,10,11,0,18,28,26,24,33,0,0,0,0,8,0,0,0,0,30,33,34,5,0,25,17,0,7,0,0,3,0,3,11,7,0,4,0,0,7,0
"ASV_482",0,0,0,0,20,14,0,16,0,0,0,49,110,39,0,0,26,0,0,34,19,0,0,7,8,7,6,58,42,132,0,0,0,0,0,0,0,8,0,0,0,0,49,0,240,97,0,0,0,10,0,10,21,0,0,21,0,26,0,0,6,0,8,0,0,0,0,0,0,0,0,3,20,0,0,11,0,0,0,15,15,0,0,37,0,0,0,0,0,0,0,18,37,0,0,0,0,0,0,0,0,0,0,11,14,0,0,15,44,14,9,0,0
"ASV_483",0,0,0,0,20,0,0,0,82,158,108,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,52,63,0,0,91,0,0,0,0,0,0,52,0,49,420,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,13,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_484",0,26,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,54,211,0,0,0,0,0,0,42,33,0,0,0,0,0,0,0,117,0,0,0,60,0,0,0,111,0,0,0,0,0,27,57,0,60,83,0,0,0,0,47,12,0,14,0,21,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_485",942,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,35,0,22,22,0,0,0,0,0,0,0,0,0,0,30,0,0,0,24,48,0,0,0,18,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,43,68,0,23,0,0
"ASV_486",110,0,47,43,0,20,0,46,0,76,95,0,72,0,0,22,0,63,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,19,71,0,0,0,0,62,50,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,26,0,0,0,0,84,63,0,0,0,0,0,0,0,9,36,0,0,0,0,0,0,0,0,0,0,32,26,0,0
"ASV_487",318,55,82,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,12,27,0,16,17,0,0,0,0,0,0,0,0,0,212,62,48,59,0,0,21,0,0,0,0,0,0,0,0,0,0,0,158,33,0,15,0,0,25,0,0,0,0,0,0,0,0,0,0,0,24,17,0,0,0,0,0,0,0,16,0,50,0,0,0,0,0,0,0,0,0,0,0,34,35,0,41,0,0,0,0
"ASV_488",0,0,112,40,0,8,0,0,5,30,0,0,0,21,0,3,0,0,0,189,72,8,11,4,0,24,5,9,0,3,15,9,4,5,0,0,10,44,0,0,0,47,0,3,295,89,7,6,0,5,9,0,4,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,30,9,0,0,5,0,4,8,24,15,0,0,11,0,0,0,0,0,11,0,21,27,15,0,0,123,71,22,17,3,7,0,0,0,6,18,0,0,0,0,0,0
"ASV_489",58,16,15,0,13,17,0,0,0,0,0,0,0,16,0,0,3,0,0,0,18,4,0,18,15,84,62,9,6,2,0,0,19,34,0,0,52,57,0,0,3,0,0,0,24,11,116,144,74,0,13,3,0,0,0,16,0,0,35,15,52,25,30,37,0,0,52,54,0,0,0,0,0,0,6,5,0,0,9,21,20,0,14,11,0,0,20,0,0,4,3,4,13,12,0,0,27,16,0,0,0,0,0,0,4,15,0,0,0,0,6,0,0
"ASV_490",0,4,197,80,23,15,0,0,0,0,0,0,0,18,0,0,22,52,57,0,0,0,0,0,0,29,11,14,16,24,5,0,42,50,47,0,0,13,0,0,0,0,3,0,19,13,16,35,55,10,0,5,7,0,0,8,0,0,0,0,11,0,10,17,12,11,38,48,0,0,0,0,0,0,0,0,0,0,0,24,24,127,7,0,0,0,0,0,0,0,0,17,22,24,0,18,22,19,0,0,0,0,0,0,0,29,38,0,0,0,0,0,0
"ASV_491",47,0,0,0,56,67,33,0,0,2,0,0,0,108,0,31,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,20,0,0,0,0,12,0,35,215,0,0,5,0,75,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,113,10,2,8,0,0,0,54,58,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,54,42,0,0,0,0,34,139,0,0,0,0
"ASV_492",0,0,15,0,0,0,0,0,0,0,28,15,50,23,0,28,0,340,447,0,0,0,47,0,52,38,23,29,0,0,0,0,0,23,38,0,0,0,0,0,0,69,21,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,17,11,0,0,0,0,0,0,0,0
"ASV_494",42,8,37,75,0,0,0,0,0,18,0,14,15,11,0,0,0,0,0,167,89,12,49,0,0,36,0,12,9,0,0,0,0,0,0,19,369,234,0,0,0,9,0,0,62,0,12,17,0,22,15,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,10,31,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_496",191,57,0,0,6,0,0,0,0,0,0,0,0,23,0,4,18,0,2,7,3,3,12,24,27,56,13,23,18,6,9,8,36,38,3,0,55,32,0,0,0,5,6,11,28,5,7,8,39,33,12,5,9,0,9,30,0,63,19,6,9,7,11,15,3,4,36,18,3,0,0,4,8,0,5,13,0,0,9,9,3,0,0,12,0,21,24,0,4,21,12,9,0,4,0,0,0,0,0,0,0,0,76,0,0,2,0,0,0,0,0,0,0
"ASV_497",22,4,0,0,137,127,0,0,0,0,0,0,5,12,0,0,21,0,0,21,9,0,0,0,2,13,11,2,0,31,71,53,0,0,0,0,0,4,0,0,4,80,0,30,67,100,43,169,0,0,15,16,29,0,0,21,0,0,8,4,9,0,5,0,0,0,0,3,41,59,0,0,0,0,0,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_498",0,0,0,0,0,0,0,0,54,100,0,0,0,18,0,0,0,0,0,0,0,0,0,9,5,7,11,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,257,247,0,0,0,0,0,0,0,0,0,0,0,0,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,138,24,0,31,0,0,0,0,0,0,0,4,0,0,93,36,50,61,0,0,0,0,0,0,0,3,144,0,0,0,0,0,0,0,111,14,0,0
