"","ASV_7","ASV_8","ASV_10","ASV_11","ASV_16","ASV_18","ASV_20","ASV_27","ASV_37","ASV_41","ASV_42","ASV_50","ASV_55","ASV_60","ASV_70","ASV_83","ASV_85","ASV_88","ASV_89","ASV_101","ASV_110","ASV_113","ASV_129","ASV_130","ASV_131","ASV_135","ASV_143","ASV_144","ASV_171","ASV_186","ASV_198","ASV_200","ASV_219","ASV_227","ASV_244","ASV_259","ASV_260","ASV_308","ASV_318","ASV_323","ASV_326","ASV_335","ASV_341","ASV_356","ASV_358","ASV_360","ASV_373","ASV_407","ASV_417","ASV_434","ASV_463","ASV_500","ASV_530","ASV_535","ASV_566","ASV_615","ASV_619","ASV_625","ASV_633","ASV_657","ASV_677","ASV_683","ASV_694","ASV_697","ASV_717","ASV_735","ASV_740","ASV_764","ASV_766","ASV_771","ASV_780","ASV_838","ASV_885","ASV_962","ASV_964","ASV_974","ASV_1030","ASV_1043","ASV_1044","ASV_1061","ASV_1149","ASV_1154","ASV_1165","ASV_1204","ASV_1310","ASV_1321","ASV_1453","ASV_1580","ASV_1651","ASV_1669","ASV_1673","ASV_1675","ASV_1924","ASV_1968"
"10.10.2007.1",0.00717976663409386,0,0.0265424879876394,0,0,0,0.0241706961924394,0,0.0318401941277729,0.046159441309754,0.0356587045010682,0,0,0.360969268295202,0,0.0241706961924394,0,0.0557685032209896,0,0.0448376282588837,0,0,0.0384413761769099,0.0388857999144682,0,0.0708338955695032,0,0.0170912631836738,0,0.0109672746909511,0.0245235717368797,0,0,0,0.0265424879876394,0,0,0,0.0281143868883423,0,0,0,0.0414524019891278,0,0.0155100686102143,0,0,0.0241706961924394,0.00926903886783373,0.019879873617649,0.0663238431826045,0,0.036609770170287,0,0,0,0,0.0124357205967383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109672746909511,0,0,0,0.0155100686102143,0,0.0227044156322173,0,0,0,0,0,0,0,0,0,0,0,0.0101537233486094,0
"06.07.2007.1",0,0,0,0,0,0,0.0468278643135148,0.156433961572649,0.0719552628130881,0.0249870527477569,0.164639146645475,0,0,0,0,0.0307269143606477,0,0,0.0321793717977855,0,0,0,0,0.0540721601339661,0,0.0210146472412008,0,0,0.021373898003586,0.0210146472412008,0.0198980161595406,0,0,0.0217272095093523,0,0,0.0281400443171413,0,0.0281400443171413,0.0178826860708169,0.0191173955520661,0,0.0202770600502373,0,0,0,0,0.0217272095093523,0,0,0,0,0,0,0,0,0,0.0333414540066576,0,0.0361886457168645,0,0,0,0,0,0,0,0.00780464405225246,0,0,0,0,0,0,0,0,0.0129425379718002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"06.07.2007.2",0,0.00815798917948419,0,0,0,0,0.0509466260968346,0.127170465718174,0.0799316432675307,0,0.144098819166589,0,0,0.0210638374871217,0,0,0,0.0210638374871217,0.0431680211345421,0,0,0.0294140482913106,0,0.0355598504158699,0,0.03708671290395,0,0,0.0257978269341782,0.0526595937178043,0.0515956538683564,0.0163159783589684,0,0.040789945897421,0.0148943823249552,0,0.0301588256046541,0,0.0294140482913106,0.0278648378238019,0.0220919391329114,0.0475688424642408,0.0210638374871217,0,0,0,0,0.0315957562306826,0,0.0220919391329114,0,0.0297887646499104,0,0.0329701207417488,0,0,0,0.0315957562306826,0,0.0176232708308847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133219405445885,0,0.0220919391329114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"02.08.2007.1",0,0.021664333499819,0,0.012220332204121,0,0,0.0299335783873972,0.0230942571076413,0,0,0.0313265744838319,0,0.0835233429916946,0,0,0.0190440122799953,0,0,0,0,0,0.0877581770090371,0,0,0,0.0584243626637432,0,0.0461885142152827,0,0.0550399669375793,0.0178887346341854,0.0512255403081403,0,0.0761760491199813,0.0244406644082419,0.0614498214512069,0,0,0.0138565542645848,0,0,0.041312263026035,0,0,0,0,0.0323319599506979,0.0190440122799953,0,0.0522563385832922,0,0,0.0366609966123629,0,0.0295750794862888,0.0153189971276089,0.0257166763419919,0,0,0.0138565542645848,0,0,0,0.0103280657565087,0.0329851968489175,0,0,0.0333070112681398,0,0,0,0,0,0,0,0,0,0.00923770284305653,0,0,0,0,0,0,0.013064084645823,0,0,0,0,0,0,0,0,0
"02.08.2007.2",0,0.0139943220015734,0,0,0,0,0.0559772880062934,0.0520208344093765,0.0246033915652561,0.0223272140344553,0.0852286484590704,0,0.0898058486010619,0.0242388767242041,0,0.0329549333392064,0,0,0,0,0,0.0785995857925999,0,0,0,0.04755075100452,0,0.0337555747451885,0.0173972250159805,0.0384409902052351,0,0.0286176808364898,0,0.0513317863121784,0.0146165926243388,0.0469857715282764,0,0,0.0310064752875338,0.0179015968538791,0,0,0.0133430624903567,0,0.0157877244487668,0,0.0256658931560892,0.0206709835250225,0,0.031292255294539,0,0,0.0342789482000589,0,0.0292331852486777,0.0266861249807134,0,0,0,0.0193359345495708,0,0,0.0210972342157428,0,0.0377398798749083,0,0,0.0163418473537219,0,0,0,0,0,0,0,0,0,0.00943496996872708,0,0,0,0,0,0,0.00730829631216942,0,0,0,0.0111636070172277,0,0.00843889368629713,0,0,0
"22.08.2007.1",0.0196261497964004,0,0,0,0,0,0,0,0.0748628929933742,0.0488687188920545,0.019129204584593,0,0.0416333508288532,0.0521110312564123,0.00620633350562753,0,0,0.0429987398418558,0,0.0420934018204926,0,0.0539272886071807,0,0,0,0.0797217973405477,0,0.041401408351007,0.0196261497964004,0.041401408351007,0.0281003700945919,0.0345554025164709,0,0.0219427025406725,0.0322490548813918,0.0339934886043232,0,0.0287775845935011,0.0152023502623262,0.0205840795619776,0.0158231078265298,0.0319490571527782,0.0255893685915123,0,0,0,0,0.0259629557774883,0,0.0196261497964004,0.0236330138990901,0,0.0307197835569415,0,0.0294392246946007,0,0.0252102458758485,0.0210467009102463,0,0.0145551422427578,0,0,0,0.0236330138990901,0,0,0,0.0281003700945919,0,0,0,0,0,0,0,0,0,0,0,0,0.0124126670112551,0,0.0116109868030569,0,0,0,0,0,0,0,0,0,0,0.00981307489820022
"22.08.2007.2",0.0196437497761303,0,0.0281636541731115,0,0.0273919003482099,0,0,0,0.0408917260109909,0.117315569957831,0,0,0.0367500907268985,0.0472176980401481,0,0.0307124511773299,0,0.0476695523359194,0,0.0714293370532485,0,0.0587490811975541,0.0403640687302655,0,0,0.0823060353074094,0,0.0439247598324237,0,0.0439247598324237,0.0166939772381037,0.023608849020074,0,0.0217169824943507,0.0190902933298323,0,0,0.0303614402074686,0.0122500302422995,0,0,0,0.0434339649887014,0,0.0222050655146098,0,0,0.0358644162212454,0,0,0.0160390545288102,0,0.0253599719133395,0,0.022682648442285,0.0173241589081405,0.0257791734020613,0.0217169824943507,0,0,0,0,0.0217169824943507,0.024500060484599,0,0,0,0.0138902286746335,0.0185203048995113,0,0,0,0,0,0.00926015244975565,0.0103531651798324,0,0,0,0,0.0113413242211425,0,0.0153562255886649,0.0122500302422995,0.00926015244975565,0,0,0,0,0,0.0153562255886649,0.00654791659204344,0,0
"05.09.2007.1",0.0221516595005251,0,0.0918064580065823,0,0.0660192034507911,0,0.0188678337593047,0,0.0513447992867931,0.0221516595005251,0.0464242812086001,0,0.0161176997476557,0.112525026454981,0,0.0367016168388327,0,0.0374798295347296,0.0221516595005251,0.020575363537444,0.0236230068483339,0.0793856178262986,0.082125908722423,0.0201023034395401,0,0.0560912418613718,0,0.11019220066948,0.0244240130773323,0.0497264826250426,0.101084237030901,0.0679581891270841,0,0.0257659241776988,0.035366562922785,0,0,0.0495326164576032,0.00759795652579735,0.018086754244054,0.0221516595005251,0.0449501169951395,0.00820673101357808,0,0,0.0193710642942352,0,0.0253897591089063,0.0198615486056357,0.0402046068790802,0.0598263695105278,0,0.0435365781909833,0,0.033118724673366,0.020807860900614,0.033118724673366,0.0234184748007874,0,0.0212652311622031,0.0107451331651038,0,0,0,0,0,0,0.0336947456769671,0.0285976694454637,0.0389896846446365,0,0,0.0257659241776988,0,0.0300735783165866,0.0127892665756251,0,0,0,0,0,0,0.0107451331651038,0.013871907267076,0,0,0,0.00537256658255189,0,0,0.0131600467363805,0.00537256658255189,0.00537256658255189,0
"05.09.2007.2",0.028836945022768,0,0.0690117724407201,0,0.0610177268308322,0,0.0400804301745316,0,0.0470235964931918,0,0.0298038137117203,0,0.0150596033834603,0.104063929782156,0,0.033108302000019,0,0.0573452612163672,0,0,0,0.0616340831490534,0.0919129431255501,0.0396060888496241,0,0.0591301220490447,0,0.09534445692955,0.028836945022768,0.044758533014309,0.0723540416842735,0.046416814988081,0,0.0162662307581787,0.0322406846671667,0,0,0.0342309345380292,0,0.0203907993743029,0.0156745321643973,0.0304313312356544,0,0,0.0156745321643973,0,0,0.0184441720090845,0.0439059114422034,0.0549898965346824,0.0339537564172397,0,0.0249735269572523,0,0.0310461677149581,0.0225894050751905,0.024592229345446,0.0156745321643973,0,0.0179245132875373,0.0179245132875373,0,0,0,0,0,0,0,0.0184441720090845,0.0313490643287945,0,0,0.024592229345446,0,0.0199219826979515,0.0130419991009947,0,0,0,0,0,0,0.0173893321346597,0,0,0,0,0.012296114672723,0,0,0.0106487476744247,0,0,0
"19.09.2007.1",0.0143088510328715,0,0.0210620584323715,0,0.0165224379912452,0,0.0180049093761888,0,0.161040805175526,0.0433221978964016,0.0696102685661257,0,0.0143088510328715,0.0694876072046285,0,0.0380823379007876,0,0.146447437918951,0.0391864024134241,0.0417171110215906,0,0.0206530474890565,0.0770555210127498,0.0206530474890565,0,0.0558778495710406,0,0.0319955635894187,0.0452485599639268,0.0116831279453437,0.026124268275616,0,0,0,0.0184726472512247,0,0,0,0.0123918284934339,0.0479933453841281,0.0458106754291978,0,0.038748551772421,0,0,0,0,0.0345591585204071,0.0264488057908059,0.0322610914915777,0.070341745064994,0.0335572301947731,0.0374042598579298,0.0270862178497956,0,0,0.0247836569868678,0.0319955635894187,0,0.0273993637194369,0,0,0.0101178855963316,0.0294984520948788,0,0,0,0.0270862178497956,0,0.0206530474890565,0,0,0,0,0.00923632362561235,0,0,0,0.022244012899629,0,0.0206530474890565,0,0.00826121899562261,0,0,0,0,0,0,0,0,0,0,0
"19.09.2007.2",0.0132871545964282,0,0.0845589340602756,0,0.0430553017795547,0,0.0216978325964835,0,0.118720063322671,0.0485178286501479,0.0601601511303152,0,0,0.119091257756285,0,0.0488201233420879,0,0.159906549139956,0,0.0413114424859591,0,0.0271222907456044,0.137550397360515,0,0,0.0616100013089737,0,0.040228858318824,0.0325467488947253,0,0.0254429639911392,0,0,0,0.0162733744473626,0,0,0.0202964639029042,0,0.0363883714876109,0.0276594179530348,0,0.0351545066938179,0,0.0248579900724665,0,0,0.0343072856469665,0.0735809302939815,0.0338757302836558,0.0721677218668209,0.030685369132048,0.0375817484712336,0.0281863113534252,0,0,0,0.0363883714876109,0,0,0,0,0.0179908923716197,0,0,0,0,0.0311611396611486,0,0.0351545066938179,0,0,0,0,0.0093954371178084,0,0,0,0.0223656139105679,0,0.0248579900724665,0,0,0,0,0,0,0,0,0,0,0,0,0
"26.09.2007.2",0,0,0.148227585566969,0,0.050815880236041,0,0.0194533732184346,0,0.0333622598321071,0.0643467964836689,0,0,0,0.0900162983822629,0,0.0302108111858341,0,0.11165147678547,0,0.053795027566431,0,0.0266898078656857,0.0993052756735035,0.0483465076331327,0,0.0766606366542474,0,0.0523266599117349,0.0290845438272602,0.0170114813901467,0.0389067464368692,0,0,0.0188725441303924,0.0294647500797465,0,0,0,0.0105500728959805,0,0,0,0.0397557208608917,0,0.0290845438272602,0,0,0.039191781356873,0.114894120475791,0,0.0715540757265659,0,0.0405869408065629,0,0,0.0182732622793936,0.0478838509841925,0,0,0,0,0,0.0302108111858341,0,0,0,0,0.0124830145940275,0,0.0182732622793936,0,0,0.0275112242394158,0,0.0226273855164116,0,0,0,0,0,0.0105500728959805,0,0.0200173558992643,0.0163441026509627,0,0,0,0,0,0,0,0,0,0.0124830145940275
"07.10.2008.5b",0.0600754188853334,0.0781513477384954,0.104983339844457,0.0552613479447581,0.0715687310083438,0,0.0232671096859331,0.0418210956260889,0.0472740784653286,0.057356719851659,0.0379950310132695,0,0.0158068883689832,0.0229668763374087,0.0351483657530199,0.0278807304173926,0.0351483657530199,0.028374232984984,0.026866544080876,0.0217244901192216,0,0.107852978448585,0.0370704391598242,0.0592611935685771,0.0153615342811218,0.0249928849830055,0,0.0649601360034183,0.0220416527370244,0.0592611935685771,0.0318325598103169,0.0565033310616797,0.026866544080876,0.0876930178488385,0.0904206825611059,0.0669593755491456,0,0.0345508995800372,0.0178679221541448,0.0162400340008546,0.0162400340008546,0,0.01747517260765,0,0.0214026280279021,0,0,0.012906270308381,0,0.0217244901192216,0,0,0,0,0.0117817589685991,0.0351483657530199,0,0,0.00745143863677785,0.0220416527370244,0.0139403652086963,0.0149028772735557,0,0,0.0372571931838893,0.0144296488727636,0.0349503452153,0.0111771579551668,0.0244311753891397,0,0,0,0,0,0,0.0204066051361439,0,0.00745143863677785,0,0,0,0,0,0,0,0,0,0.0223543159103336,0,0.0149028772735557,0,0,0,0
"07.10.2008.6b",0.0670571240764657,0.11323229022467,0.112514487172895,0.0583341772945497,0.0770375116770258,0,0.0273759562676403,0.0387154486366296,0.0450057948691581,0.0641233872371354,0.0424583819628848,0,0,0,0.0284641639385719,0,0,0.041736657170311,0.0354375983175911,0,0,0.115621980496406,0.0454536247535973,0.066450259792828,0,0.0190943416468035,0,0.066144739738684,0.0238148281561158,0.0608827108168047,0.0339786299889902,0.0615444988546894,0.0242363622646505,0.0769059359846159,0.0956836323754352,0.0747692419259489,0,0.0389761616742023,0.0291670886472749,0.0180023179476633,0,0,0.0258538608083119,0,0.0215840209765254,0,0,0,0,0,0,0,0,0,0.0162270701093764,0.0371127292020841,0,0,0,0.0262426624871336,0.0190943416468035,0.0174306694011077,0,0,0.0540069538429898,0,0.0465543562068156,0,0.0238148281561158,0,0,0,0,0,0,0.0190943416468035,0,0,0,0,0,0,0,0,0,0,0,0.0110241232897807,0,0.0135017384607474,0,0,0,0
"27.10.2008.1",0,0.0369852820156806,0,0.0141239878696788,0,0,0.0184926410078403,0,0.0745462191259819,0.140024017807083,0,0,0,0,0,0.0272204305280156,0,0.0536499106211825,0.0311277531970067,0.0373685594236629,0,0,0,0,0,0.0192477510131771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232693963133488,0,0.0199743352000928,0,0.0377479453880636,0,0,0,0,0,0,0,0,0,0,0,0.0266918281597592,0,0,0,0,0,0,0,0,0,0,0.0130762718586923,0,0,0,0,0,0,0.0232693963133488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27.10.2008.2",0.0443322052983016,0.0634740582801515,0,0,0.0221661026491508,0,0.0228930523761294,0.144221687625789,0.220698405158495,0.169005933821103,0,0,0,0,0,0.0845029669105516,0,0.130761219447945,0.10093084403656,0.0508694750812067,0,0,0,0,0.0127976053313721,0.0291830301978964,0,0,0.0242817488658298,0,0,0,0,0,0,0,0.0343395785641941,0,0.0328776433862879,0.0383928159941163,0.0498942509083659,0,0.0313476029913833,0,0.0730697317108293,0,0,0,0,0,0,0.0416659842498191,0,0.0388170588839699,0,0,0,0.047884254521146,0.0297389473918436,0,0.0333720717828461,0,0.0357417665665394,0,0,0,0,0.0235976182598947,0,0,0,0,0,0,0.0370909840611911,0,0,0,0,0,0,0,0.0189819162593938,0,0,0.0151423308346037,0,0,0,0,0,0,0,0
"22.05.2008.1",0,0,0,0,0,0,0,0.0300813531618954,0,0.00994847244583521,0,0,0,0.0413618605976062,0,0,0,0.0237813977728743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231792393324304,0,0,0,0.0562770586311808,0,0,0,0,0,0,0,0,0,0.0140692646577952,0,0,0,0,0,0,0,0,0,0,0,0,0.0112805074357108,0,0,0,0,0,0,0,0.0112805074357108,0,0,0,0,0,0,0.00531768220201091,0,0,0,0,0,0,0
"01.06.2008.1",0,0,0,0,0,0,0,0.296444896759499,0.209250916114534,0.226835630900598,0.164260798435671,0,0,0.0373686586976344,0,0.149869966437825,0,0,0.0977849879084906,0.139989889984127,0,0,0,0,0,0,0,0,0.108566584515197,0,0,0,0,0,0,0,0.114301266536489,0,0.0257430807817768,0.030768866642786,0.0206403832211686,0,0.0261987459050834,0,0.046153299964179,0,0,0,0,0,0,0,0,0.0283674933913682,0,0,0,0,0,0,0.0128715403908884,0,0,0,0,0,0,0,0,0,0,0.020058846942301,0,0,0,0,0,0,0,0,0,0,0.0137602554807791,0,0,0,0,0,0,0,0,0,0,0
"25.06.2008.a",0,0,0,0,0,0,0.0115824245427841,0.152650906891669,0.100640539301224,0.026915122417744,0.277132350368225,0,0.0115824245427841,0.0447087588567427,0,0,0,0.0747941286510061,0.193845638529293,0.0237369068080701,0,0,0,0,0,0.0266647437440006,0,0.0190318655780529,0.0650061965208897,0.0109880527146696,0,0,0.0436459199434251,0.0242954986874701,0,0,0.0240178267260785,0,0.0693979599310051,0.103272108451403,0.103531586519835,0,0.0132059958267475,0,0,0.0484527581264732,0,0,0,0,0,0,0,0,0,0,0,0.017179511874219,0,0,0.00634395519268429,0,0,0,0,0,0,0.0251100980475913,0,0.0103596354487708,0,0.0193811032505893,0,0,0,0.0126879103853686,0,0,0,0,0.0073253684764464,0,0,0,0,0.0109880527146696,0,0,0,0,0,0,0,0
"25.06.2008.b",0,0,0,0,0,0,0.00824502199258199,0.124223781935676,0.133457339874726,0.0430402783876322,0.242896024954766,0,0,0.0391095732821085,0,0,0,0.133552814316322,0.181109185424325,0,0,0,0,0.0174903328859608,0,0.0252451209998141,0,0,0.0818814126208512,0.00966814527352433,0,0,0.0100980483999256,0.0199846135186972,0,0,0.0331086657989693,0,0.0577887233265032,0.0789221326319745,0.0856847820040487,0.016745718828701,0.0136728221688114,0,0.00921821482569704,0.0433354151826966,0.0177315902535275,0,0,0,0,0.0295845819828305,0,0.024389103960763,0,0.0105103820075443,0.0116602219239739,0.0201960967998513,0,0,0.00966814527352433,0,0,0,0,0,0,0,0,0,0,0.0268754836024946,0,0.0077125118606645,0.0077125118606645,0,0,0.00651826221368475,0,0.00966814527352433,0.0077125118606645,0,0,0,0,0.0077125118606645,0,0,0,0,0,0,0,0
"15.07.2008.2",0.187150189848368,0.0607195395241885,0.248999472634976,0,0.248876052814439,0,0.0259985535752551,0,0,0,0.0350564424893604,0,0,0,0,0,0,0,0,0,0.125666467110866,0,0,0.0282634075087628,0,0,0,0,0,0.0271546035877142,0,0,0.0414793421357399,0,0,0,0,0,0,0,0,0.0367675070682092,0,0,0,0,0.0375938463582979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422135467831626,0,0.0282634075087628,0,0,0,0,0,0,0,0,0,0.0192012043373052,0,0,0,0,0,0.0207396710678699,0,0,0,0.0135773017938571,0,0,0,0.0135773017938571,0,0
"04.08.2008.4b",0.188001382479896,0.245342186119502,0.507283614437344,0.265605409372701,0.19213377465104,0.0316171311894096,0,0.025350101242169,0,0,0,0,0,0,0,0,0.285305976415686,0,0,0,0.0910096487110835,0,0,0,0,0,0,0,0,0,0,0,0.0169000674947793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169000674947793,0,0,0,0,0,0,0,0,0,0,0.0527704438388474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"04.08.2008.2b",0.141000631902538,0.319963179228019,0.436657331647877,0.196876216952546,0.14562073027807,0.033841843791103,0.0401314899748174,0.0341052084151912,0.0335764134671827,0.033841843791103,0.0407948653286844,0,0,0,0.0133771633249391,0.0227804882740489,0.244037006090129,0,0.0211511523694394,0.0227804882740489,0.0666177361205557,0,0.0353926474052829,0.0260768919690205,0,0,0,0,0,0.00945908290010444,0,0.0119648986162724,0.0184391471435634,0,0,0.0283772487003133,0,0,0.00732697410849997,0.0179473479244086,0,0,0,0,0,0,0.0239297972325448,0,0,0,0.00945908290010444,0,0,0,0.0103619061553972,0,0,0,0,0,0,0,0,0.0111921378223942,0,0.0223842756447885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140300872586134,0,0,0,0,0,0,0.0059824493081362,0,0,0,0,0
"18.08.2008.4d",0.164146703278355,0.229016934009723,0.19286820168768,0.131986100303565,0.0818984058210145,0.0767024990020069,0.0847157540483935,0.0408535643145918,0.0469149426043138,0.0688173410019118,0.0494057948161396,0,0.0144439161812443,0.0720749970156447,0.0340276103526534,0.0290678205983143,0.110992826345356,0.0605956283724682,0.0321356847993242,0.0287067156406076,0,0.0804851507416597,0.0646758504292658,0.0587602938000732,0,0.0416125189288239,0,0.0476868030978576,0.0237337761335441,0.0373871500406281,0.0120846472954558,0.0448692299508285,0.0759508305424959,0.0538508248186253,0.0329371965440931,0.0540441856734964,0,0.0308099261872078,0.0179825306258256,0.0266332654740788,0.0206805407336018,0,0.0116450575148012,0,0.0167823140471925,0.0638643270646717,0.0209312231072793,0.0283410100632568,0,0.0185535462694828,0,0,0,0,0.0133166327370394,0.0574134312812151,0.0211789385120984,0,0,0.038487006560926,0,0.0140781880552247,0.00722195809062215,0,0.0216658742718665,0.0311466566925934,0.0161487892212857,0,0.0125087983430907,0.0179825306258256,0.00854513605086448,0,0.00968927353277143,0,0,0.0120846472954558,0,0,0,0.00791125871118138,0,0.0199095644813376,0,0,0,0,0,0,0.0116450575148012,0.00791125871118138,0,0,0,0
"29.08.2008.1",0.0747861540605854,0.0817846817122058,0.0370095481530307,0.0408224990615631,0.0331023461946914,0,0.0440501732179298,0,0.0278597757387214,0,0.0337849406108143,0,0,0,0.0151090847643148,0,0,0,0,0.0252823345196344,0,0.0432658344170668,0,0.0158465417885662,0.0366998393763511,0.0218951439609797,0,0,0,0.0363874946376973,0.0172270071440115,0.0290629048261942,0.0117034467337255,0.0202709643664886,0.0117034467337255,0,0,0,0.00827558654867284,0,0,0,0,0,0,0,0.0165511730973457,0,0,0,0,0,0.0229140615682832,0,0,0,0,0,0,0.0158465417885662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00955582424315662,0,0,0.0106837362943693,0.0106837362943693,0,0,0,0,0,0,0,0,0,0
"03.09.2008.2b",0.166411852349978,0.145081175402702,0.0588182988995137,0.0601768682829257,0.0453113950848171,0,0.0150442170707314,0.0303558921492345,0.0220224788051706,0.0201036806896189,0.0227447183079017,0,0,0,0.0408060150756361,0.0208923578241367,0,0.0234447190020996,0,0,0,0.114643872146859,0.038982483175598,0.0505398695719269,0,0.0170585387309263,0,0.0688239165814197,0,0.06124202828995,0.0275647782009559,0.0545399185249515,0.0421698363761194,0.0718126436636835,0.0959095175812533,0.0647076243152135,0,0.0423610837807473,0.0269719179719626,0,0.0188589241474093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00899063932398754,0.0237869957787489,0,0,0,0,0,0.0196975038565639,0,0,0.0404078980914799,0.00899063932398754,0.0383553782051926,0,0.0201036806896189,0,0,0,0,0,0,0.0139282385494245,0,0,0,0,0,0,0,0,0,0,0,0.0144969703103952,0,0,0,0,0,0
"17.09.2008.1d",0.20545681580982,0.208488033559375,0.0227235757519961,0.0640305044955623,0.0986056573023816,0.0198099540677684,0.0601209303379191,0,0.0290115194152155,0.0152434380219987,0.0268868974212233,0,0,0.0302317512571363,0.050556764434007,0,0,0.0438276457186436,0.0155784986641733,0,0.0194150316332061,0.0220313240922851,0.0306557796968402,0.0292772793412934,0.0392269737167039,0.0138222115138635,0.0230619106278167,0.0150731149329178,0,0.0210729772377508,0.0143716511919362,0.0136341454511976,0.0291889615553305,0.00850238350663733,0.0118075163196292,0,0,0,0.00787167754641947,0,0.00642719780281704,0,0.0075365574664589,0,0,0.057171360531965,0.0393583877320973,0,0,0.0104132505943585,0,0,0,0,0,0.00964079670422557,0,0,0,0.0075365574664589,0,0.0419002033748381,0,0,0,0.0132500077088762,0.00964079670422557,0.0108978440913807,0,0.0106583017826704,0,0,0,0,0,0.00556611657238709,0,0.00454471515039921,0,0,0,0.00642719780281704,0,0,0.00321359890140852,0,0.00454471515039921,0,0.00990497703388421,0.00556611657238709,0,0,0,0
"17.09.2008.3b",0.0751358063923264,0.113290406471061,0.0240312983423463,0.0283095946817784,0.0374500736225112,0,0.104298976252377,0.0331070640781167,0.057445790596445,0.0268129200128466,0.0332845831205013,0,0,0,0.0211626960015835,0,0,0.0616993311752343,0.0301248267338406,0,0,0.0141547973408892,0,0.0383825833436174,0.0188035488403423,0,0,0,0.0237848169718798,0,0,0,0.0175051513120848,0,0.0171652131016759,0,0,0,0.0164642940194796,0,0.0149642858509092,0,0,0.0164642940194796,0.0141547973408892,0.0607367240731739,0.0443646879028505,0,0,0,0,0,0,0,0,0.0230295500061705,0,0,0,0.0168184053700971,0,0.0305135502524697,0,0,0,0.00686608524067038,0,0,0,0,0,0,0.0118924084859399,0,0,0,0,0.00485505543388289,0,0,0,0.00686608524067038,0,0,0,0,0,0,0.00594620424296994,0,0,0,0,0
"15.10.2009.1",0,0.0212716439884735,0.0113701719797568,0,0,0,0.0139255598190474,0,0.127224044576195,0.10684332266449,0.0317551621728518,0,0,0.0341105159392703,0,0.0464649280768022,0,0.0435938977321816,0.0406791639401591,0.0538134756638437,0,0,0,0.0802382974663124,0,0,0,0,0.0160798514202865,0,0.0113701719797568,0,0,0,0.00803992571014327,0,0,0,0.0119251369775852,0.0190259367805606,0.0249107987041038,0,0.022454290510102,0,0.038221370496052,0,0,0,0,0.0183338514286562,0,0.0294309604445717,0.0160798514202865,0.0300826474224713,0.0212716439884735,0,0.0264218920326673,0,0,0,0.0215733845063144,0,0,0,0,0,0,0.0152546864775597,0,0,0.00951296839028029,0,0.0129639906704695,0,0.00622769967602595,0,0,0,0,0,0.0101697909850398,0,0.0156727004888617,0,0,0,0.00803992571014327,0.00880729734422243,0,0,0.0113701719797568,0,0.00803992571014327,0
"15.10.2009.p2",0,0.021267271094054,0.0268486136799855,0.0205919466916374,0,0,0.021267271094054,0,0.209862819067254,0.128596665872402,0.0625715138564647,0,0,0,0,0.0704352947182694,0,0.0669370254121345,0.0865515226771807,0.0657654038170725,0,0,0,0.150664019072603,0,0.0293630858855272,0,0,0.032775065934281,0,0.0246530698208176,0,0,0,0.0159504533205405,0,0,0,0.0202458389041517,0.0454269109700702,0.0463509427519326,0.0243647199034122,0.045271072051193,0,0.0694246929115695,0,0,0.0163875329671405,0,0.0396094003191108,0.0130234906004686,0.0567680794195946,0.0358638966269992,0.0556363762337558,0.0219218012723575,0,0.0638018132821621,0,0.0198937104963978,0,0.0298405657445967,0,0.0271105575773623,0,0,0,0,0,0,0,0.0118887659655553,0,0.0135552787886812,0,0.0187977895099228,0,0.00920899851831063,0,0,0,0.0168132540683679,0,0.0237775319311106,0,0,0.0168132540683679,0.0191700591047012,0.0118887659655553,0,0,0.0130234906004686,0,0.0209323325066656,0
"20.05.2009.1",0,0.0285875466011422,0.00882230841550732,0,0,0,0.038116728801523,0.106478598734097,0.0496459026471184,0.213717272685786,0.0564903368454427,0,0,0,0,0.0509356213856705,0,0.0739005479824941,0,0.101998502337225,0,0,0,0.0172731096066575,0,0.0108050769857274,0,0,0,0,0,0,0,0.00952918220038074,0,0,0.0249532564252975,0,0.0187149423189731,0,0,0,0.0392898247379255,0,0.0203742485542682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571750932022844,0,0.0529338504930439,0,0,0,0,0.00805362888073503,0,0,0.0259721727382508,0,0,0.0119454620641874,0.00720338465715163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
