"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-11","2009","01","11","","-11,6","","-19,5","","-15,6","","33,6","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-12","2009","01","12","","-5,8","","-18,3","","-12,1","","30,1","","0,0","","","M","","M","0,0","","","","18","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-13","2009","01","13","","0,5","","-13,4","","-6,5","","24,5","","0,0","","","M","","M","1,0","","","","24","","61",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-14","2009","01","14","","-13,4","","-24,5","","-19,0","","37,0","","0,0","","","M","","M","0,0","","","","27","","56",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-15","2009","01","15","","-19,7","","-30,3","","-25,0","","43,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-16","2009","01","16","","-18,8","","-31,4","","-25,1","","43,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-17","2009","01","17","","-10,3","","-27,4","","-18,9","","36,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-18","2009","01","18","","-4,2","","-11,2","","-7,7","","25,7","","0,0","","","M","","M","2,8","","","","15","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-19","2009","01","19","","-8,1","","-13,2","","-10,7","","28,7","","0,0","","","M","","M","2,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-20","2009","01","20","","-9,3","","-16,6","","-13,0","","31,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-21","2009","01","21","","-6,6","","-20,4","","-13,5","","31,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-22","2009","01","22","","-2,0","","-7,9","","-5,0","","23,0","","0,0","","","M","","M","4,2","","","","22","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-23","2009","01","23","","4,2","","-11,0","","-3,4","","21,4","","0,0","","","M","","M","1,0","","","","28","","52",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-24","2009","01","24","","-7,2","","-24,6","","-15,9","","33,9","","0,0","","","M","","M","0,0","","","","27","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-25","2009","01","25","","-10,3","","-21,7","","-16,0","","34,0","","0,0","","","M","","M","1,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-26","2009","01","26","","-8,8","","-27,7","","-18,3","","36,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-27","2009","01","27","","-9,1","","-20,2","","-14,7","","32,7","","0,0","","","M","","M","0,0","","","","29","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-28","2009","01","28","","-4,3","","-19,1","","-11,7","","29,7","","0,0","","","M","","M","19,1","","","","25","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-29","2009","01","29","","-5,4","","-10,3","","-7,9","","25,9","","0,0","","","M","","M","0,0","","","","28","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-30","2009","01","30","","-1,0","","-6,4","","-3,7","","21,7","","0,0","","","M","","M","5,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-01-31","2009","01","31","","-6,4","","-23,0","","-14,7","","32,7","","0,0","","","M","","M","1,2","","","","27","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-01","2009","02","01","","1,9","","-14,2","","-6,2","","24,2","","0,0","","","M","","M","1,0","","","","18","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-02","2009","02","02","","1,4","","-8,4","","-3,5","","21,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-03","2009","02","03","","-7,7","","-15,0","","-11,4","","29,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-04","2009","02","04","","-14,8","","-18,0","","-16,4","","34,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-05","2009","02","05","","-15,8","","-23,5","","-19,7","","37,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-06","2009","02","06","","-6,0","","-21,5","","-13,8","","31,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-07","2009","02","07","","7,3","","-10,2","","-1,5","","19,5","","0,0","","","M","","M","0,0","","","","19","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-08","2009","02","08","","7,3","","-12,3","","-2,5","","20,5","","0,0","","","M","","M","3,0","","","","31","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-09","2009","02","09","","-7,9","","-14,5","","-11,2","","29,2","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-10","2009","02","10","","4,7","","-14,4","","-4,9","","22,9","","0,0","","","M","","M","0,0","","","","17","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-11","2009","02","11","","10,6","","4,5","","7,6","","10,4","","0,0","","","M","","M","1,6","","","","16","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-12","2009","02","12","","7,5","","-5,7","","0,9","","17,1","","0,0","","","M","","M","33,2","","","","26","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-13","2009","02","13","","-5,7","","-12,1","","-8,9","","26,9","","0,0","","","M","","M","0,0","","","","30","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-14","2009","02","14","","-5,1","","-11,4","","-8,3","","26,3","","0,0","","","M","","M","0,0","","","","29","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-15","2009","02","15","","-6,2","","-9,8","","-8,0","","26,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-16","2009","02","16","","-5,1","","-8,1","","-6,6","","24,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-17","2009","02","17","","-0,6","","-10,4","","-5,5","","23,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-18","2009","02","18","","2,3","","-6,6","","-2,2","","20,2","","0,0","","","M","","M","4,0","","","","14","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-19","2009","02","19","","2,1","","-6,6","","-2,3","","20,3","","0,0","","","M","","M","2,8","","","","27","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-20","2009","02","20","","-6,5","","-11,6","","-9,1","","27,1","","0,0","","","M","","M","4,4","","","","25","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-21","2009","02","21","","-3,0","","-10,2","","-6,6","","24,6","","0,0","","","M","","M","0,0","","","","25","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-22","2009","02","22","","0,7","","-5,3","","-2,3","","20,3","","0,0","","","M","","M","13,2","","","","29","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-23","2009","02","23","","-4,5","","-10,5","","-7,5","","25,5","","0,0","","","M","","M","8,6","","","","30","","52",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-24","2009","02","24","","-8,8","","-18,2","","-13,5","","31,5","","0,0","","","M","","M","0,0","","","","27","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-25","2009","02","25","","0,1","","-18,6","","-9,3","","27,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-26","2009","02","26","","5,0","","-1,2","","1,9","","16,1","","0,0","","","M","","M","2,4","","","","19","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-27","2009","02","27","","11,8","","-6,6","","2,6","","15,4","","0,0","","","M","","M","5,8","","","","16","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-02-28","2009","02","28","","-6,4","","-20,1","","-13,3","","31,3","","0,0","","","M","","M","0,0","","","","29","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-01","2009","03","01","","-6,6","","-21,3","","-14,0","","32,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-02","2009","03","02","","-10,5","","-13,0","","-11,8","","29,8","","0,0","","","M","","M","2,4","","","","35","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-03","2009","03","03","","-10,4","","-18,9","","-14,7","","32,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-04","2009","03","04","","-5,8","","-22,6","","-14,2","","32,2","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-05","2009","03","05","","1,8","","-21,2","","-9,7","","27,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-06","2009","03","06","","9,3","","0,4","","4,9","","13,1","","0,0","","","M","","M","5,0","","","","29","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-07","2009","03","07","","7,3","","2,5","","4,9","","13,1","","0,0","","","M","","M","5,0","","","","28","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-08","2009","03","08","","5,6","","-2,8","","1,4","","16,6","","0,0","","","M","","M","1,0","","","","29","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-09","2009","03","09","","1,3","","-2,7","","-0,7","","18,7","","0,0","","","M","","M","2,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-10","2009","03","10","","4,6","","-3,2","","0,7","","17,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-11","2009","03","11","","10,3","","-6,4","","2,0","","16,0","","0,0","","","M","","M","12,1","","","","29","","72",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-12","2009","03","12","","-6,4","","-14,0","","-10,2","","28,2","","0,0","","","M","","M","0,0","","","","30","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-13","2009","03","13","","-1,3","","-16,1","","-8,7","","26,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-14","2009","03","14","","6,3","","-8,9","","-1,3","","19,3","","0,0","","","M","","M","0,0","","","","22","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-15","2009","03","15","","9,1","","-4,2","","2,5","","15,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-16","2009","03","16","","7,8","","-4,2","","1,8","","16,2","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-17","2009","03","17","","13,2","","-3,9","","4,7","","13,3","","0,0","","","M","","M","0,0","","","","17","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-18","2009","03","18","","11,5","","7,0","","9,3","","8,7","","0,0","","","M","","M","0,0","","","","21","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-19","2009","03","19","","7,6","","-5,2","","1,2","","16,8","","0,0","","","M","","M","0,0","","","","30","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-20","2009","03","20","","-1,5","","-9,3","","-5,4","","23,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-21","2009","03","21","","5,4","","-10,8","","-2,7","","20,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-22","2009","03","22","","2,1","","-8,6","","-3,3","","21,3","","0,0","","","M","","M","1,2","","","","34","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-23","2009","03","23","","-3,9","","-11,8","","-7,9","","25,9","","0,0","","","M","","M","0,0","","","","1","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-24","2009","03","24","","3,3","","-11,0","","-3,9","","21,9","","0,0","","","M","","M","0,0","","","","36","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-25","2009","03","25","","12,4","","-7,8","","2,3","","15,7","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-26","2009","03","26","","10,8","","2,4","","6,6","","11,4","","0,0","","","M","","M","5,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-27","2009","03","27","","8,5","","-0,1","","4,2","","13,8","","0,0","","","M","","M","2,0","","","","26","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-28","2009","03","28","","17,0","","-0,3","","8,4","","9,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-29","2009","03","29","","11,4","","5,9","","8,7","","9,3","","0,0","","","M","","M","7,0","","","","16","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-30","2009","03","30","","5,9","","0,4","","3,2","","14,8","","0,0","","","M","","M","8,6","","","","25","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-03-31","2009","03","31","","3,2","","-0,3","","1,5","","16,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-01","2009","04","01","","10,0","","1,2","","5,6","","12,4","","0,0","","","M","","M","0,0","","","","18","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-02","2009","04","02","","16,3","","5,5","","10,9","","7,1","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-03","2009","04","03","","16,4","","9,7","","13,1","","4,9","","0,0","","","M","","M","6,2","","","","16","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-04","2009","04","04","","11,1","","0,3","","5,7","","12,3","","0,0","","","M","","M","16,5","","","","22","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-05","2009","04","05","","4,2","","-0,1","","2,1","","15,9","","0,0","","","M","","M","12,1","","","","29","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-06","2009","04","06","","6,8","","0,8","","3,8","","14,2","","0,0","","","M","","M","11,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-07","2009","04","07","","4,1","","-1,4","","1,4","","16,6","","0,0","","","M","","M","7,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-08","2009","04","08","","3,9","","-2,3","","0,8","","17,2","","0,0","","","M","","M","1,0","","","","21","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-09","2009","04","09","","7,0","","0,7","","3,9","","14,1","","0,0","","","M","","M","0,0","","","","22","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-10","2009","04","10","","7,4","","-1,5","","3,0","","15,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-11","2009","04","11","","6,9","","-3,1","","1,9","","16,1","","0,0","","","M","","M","0,0","","","","2","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-12","2009","04","12","","1,8","","-3,6","","-0,9","","18,9","","0,0","","","M","","M","0,0","","","","28","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-13","2009","04","13","","7,9","","-3,5","","2,2","","15,8","","0,0","","","M","","M","0,0","","","","31","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-14","2009","04","14","","10,9","","-4,9","","3,0","","15,0","","0,0","","","M","","M","0,0","","","","1","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-15","2009","04","15","","13,4","","-1,2","","6,1","","11,9","","0,0","","","M","","M","0,0","","","","34","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-16","2009","04","16","","12,6","","-1,7","","5,5","","12,5","","0,0","","","M","","M","0,0","","","","1","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-17","2009","04","17","","16,5","","-1,9","","7,3","","10,7","","0,0","","","M","","M","0,0","","","","25","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-18","2009","04","18","","11,1","","1,8","","6,5","","11,5","","0,0","","","M","","M","1,6","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-19","2009","04","19","","11,1","","-1,9","","4,6","","13,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-20","2009","04","20","","14,7","","4,0","","9,4","","8,6","","0,0","","","M","","M","1,0","","","","15","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-21","2009","04","21","","12,3","","5,3","","8,8","","9,2","","0,0","","","M","","M","1,0","","","","13","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-22","2009","04","22","","13,3","","5,9","","9,6","","8,4","","0,0","","","M","","M","2,6","","","","30","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-23","2009","04","23","","11,4","","1,7","","6,6","","11,4","","0,0","","","M","","M","1,0","","","","26","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-24","2009","04","24","","20,1","","-1,6","","9,3","","8,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-25","2009","04","25","","29,3","","13,2","","21,3","","0,0","","3,3","","","M","","M","0,0","","","","27","","48",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-26","2009","04","26","","19,5","","7,6","","13,6","","4,4","","0,0","","","M","","M","0,0","","","","1","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-27","2009","04","27","","30,5","","8,8","","19,7","","0,0","","1,7","","","M","","M","0,0","","","","21","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-28","2009","04","28","","24,0","","3,4","","13,7","","4,3","","0,0","","","M","","M","7,0","","","","29","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-29","2009","04","29","","12,5","","-0,3","","6,1","","11,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-04-30","2009","04","30","","21,1","","-0,5","","10,3","","7,7","","0,0","","","M","","M","2,7","","","","20","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-01","2009","05","01","","20,5","","10,2","","15,4","","2,6","","0,0","","","M","","M","10,4","","","","17","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-02","2009","05","02","","13,8","","4,6","","9,2","","8,8","","0,0","","","M","","M","0,2","","","","30","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-03","2009","05","03","","17,6","","9,2","","13,4","","4,6","","0,0","","","M","","M","0,0","","","","23","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-04","2009","05","04","","18,0","","6,0","","12,0","","6,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-05","2009","05","05","","19,3","","7,3","","13,3","","4,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-06","2009","05","06","","15,2","","8,9","","12,1","","5,9","","0,0","","","M","","M","2,6","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-07","2009","05","07","","13,7","","10,4","","12,1","","5,9","","0,0","","","M","","M","14,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-08","2009","05","08","","21,1","","9,8","","15,5","","2,5","","0,0","","","M","","M","8,2","","","","29","","56",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-09","2009","05","09","","19,6","","10,8","","15,2","","2,8","","0,0","","","M","","M","25,6","","","","32","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-10","2009","05","10","","11,7","","4,8","","8,3","","9,7","","0,0","","","M","","M","7,6","","","","26","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-11","2009","05","11","","13,8","","1,6","","7,7","","10,3","","0,0","","","M","","M","0,2","","","","28","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-12","2009","05","12","","16,4","","1,4","","8,9","","9,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-13","2009","05","13","","20,3","","0,8","","10,6","","7,4","","0,0","","","M","","M","0,0","","","","25","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-14","2009","05","14","","17,4","","13,1","","15,3","","2,7","","0,0","","","M","","M","2,2","","","","20","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-15","2009","05","15","","18,6","","6,4","","12,5","","5,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-16","2009","05","16","","21,6","","5,4","","13,5","","4,5","","0,0","","","M","","M","19,8","","","","16","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-17","2009","05","17","","16,6","","5,1","","10,9","","7,1","","0,0","","","M","","M","1,2","","","","27","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-18","2009","05","18","","11,8","","2,0","","6,9","","11,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-19","2009","05","19","","19,4","","0,7","","10,1","","7,9","","0,0","","","M","","M","0,0","","","","21","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-20","2009","05","20","","22,3","","8,5","","15,4","","2,6","","0,0","","","M","","M","0,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-21","2009","05","21","","29,8","","17,5","","23,7","","0,0","","5,7","","","M","","M","0,0","","","","26","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-22","2009","05","22","","20,5","","8,2","","14,4","","3,6","","0,0","","","M","","M","0,0","","","","29","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-23","2009","05","23","","20,3","","3,9","","12,1","","5,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-24","2009","05","24","","22,3","","7,4","","14,9","","3,1","","0,0","","","M","","M","0,2","","","","30","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-25","2009","05","25","","13,5","","3,7","","8,6","","9,4","","0,0","","","M","","M","0,0","","","","35","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-26","2009","05","26","","16,3","","0,1","","8,2","","9,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-27","2009","05","27","","12,9","","9,3","","11,1","","6,9","","0,0","","","M","","M","7,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-28","2009","05","28","","15,7","","9,7","","12,7","","5,3","","0,0","","","M","","M","5,4","","","","14","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-29","2009","05","29","","18,8","","11,0","","14,9","","3,1","","0,0","","","M","","M","9,4","","","","24","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-30","2009","05","30","","17,1","","8,8","","13,0","","5,0","","0,0","","","M","","M","2,2","","","","29","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-05-31","2009","05","31","","16,7","","3,5","","10,1","","7,9","","0,0","","","M","","M","3,2","","","","28","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-06-01","2009","06","01","","15,7","","3,5","","9,6","","8,4","","0,0","","","M","","M","2,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-06-02","2009","06","02","","16,2","","7,1","","11,7","","6,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2009-06-03","2009","06","03","","19,3","","5,6","","12,5","","5,5","","0,0","","","M","","M","0,0","","","","","","<31",""
