"Longitude (x)","Latitude (y)","Nom de la Station","ID climatologique","Date/Heure","Année","Mois","Jour","Qualité des Données","Temp max.(°C)","Temp max. Indicateur","Temp min.(°C)","Temp min. Indicateur","Temp moy.(°C)","Temp moy. Indicateur","DJC (°C)","DJC Indicateur","DJR (°C)","DJR Indicateur","Pluie tot. (mm)","Pluie tot. Indicateur","Neige tot. (cm)","Neige tot. Indicateur","Précip. tot. (mm)","Précip. tot. Indicateur","Neige au sol (cm)","Neige au sol Indicateur","Dir. raf. max. (10s deg)","Dir. raf. max. Indicateur","Vit. raf. max. (km/h)","Vit. raf. max. Indicateur"
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-13","2012","01","13","","4,1","","-8,8","","-2,4","","20,4","","0,0","","","M","","M","14,7","","","","28","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-14","2012","01","14","","-8,8","","-21,7","","-15,3","","33,3","","0,0","","","M","","M","0,0","","","","28","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-15","2012","01","15","","-16,6","","-25,1","","-20,9","","38,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-16","2012","01","16","","-1,9","","-25,1","","-13,5","","31,5","","0,0","","","M","","M","1,2","","","","18","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-17","2012","01","17","","5,9","","-2,1","","1,9","","16,1","","0,0","","","M","","M","5,1","","","","22","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-18","2012","01","18","","5,7","","-18,0","","-6,2","","24,2","","0,0","","","M","","M","0,0","","","","22","","70",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-19","2012","01","19","","-3,7","","-20,0","","-11,9","","29,9","","0,0","","","M","","M","0,0","","","","15","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-20","2012","01","20","","-3,0","","-21,0","","-12,0","","30,0","","0,0","","","M","","M","0,0","","","","27","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-21","2012","01","21","","-8,1","","-19,5","","-13,8","","31,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-22","2012","01","22","","-3,5","","-20,7","","-12,1","","30,1","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-23","2012","01","23","","7,3","","-5,2","","1,1","","16,9","","0,0","","","M","","M","3,1","","","","15","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-24","2012","01","24","","6,9","","0,1","","3,5","","14,5","","0,0","","","M","","M","2,0","","","","24","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-25","2012","01","25","","0,1","","-6,4","","-3,2","","21,2","","0,0","","","M","","M","0,0","","","","28","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-26","2012","01","26","","0,5","","-10,1","","-4,8","","22,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-27","2012","01","27","","3,9","","-1,9","","1,0","","17,0","","0,0","","","M","","M","20,4","","","","28","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-28","2012","01","28","","3,4","","-1,3","","1,1","","16,9","","0,0","","","M","","M","1,0","","","","26","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-29","2012","01","29","","1,1","","-2,9","","-0,9","","18,9","","0,0","","","M","","M","0,0","","","","23","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-30","2012","01","30","","-1,6","","-12,2","","-6,9","","24,9","","0,0","","","M","","M","0,0","","","","27","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-01-31","2012","01","31","","-0,5","","-8,7","","-4,6","","22,6","","0,0","","","M","","M","4,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-01","2012","02","01","","1,0","","-3,7","","-1,4","","19,4","","0,0","","","M","","M","3,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-02","2012","02","02","","-3,7","","-11,5","","-7,6","","25,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-03","2012","02","03","","-3,0","","-10,6","","-6,8","","24,8","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-04","2012","02","04","","-2,8","","-17,0","","-9,9","","27,9","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-05","2012","02","05","","-2,0","","-19,7","","-10,9","","28,9","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-06","2012","02","06","","5,7","","-2,7","","1,5","","16,5","","0,0","","","M","","M","0,0","","","","23","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-07","2012","02","07","","1,6","","-13,5","","-6,0","","24,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-08","2012","02","08","","-0,6","","-16,1","","-8,4","","26,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-09","2012","02","09","","3,2","","-6,2","","-1,5","","19,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-10","2012","02","10","","2,9","","-2,5","","0,2","","17,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-11","2012","02","11","","-2,0","","-19,6","","-10,8","","28,8","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-12","2012","02","12","","-11,2","","-18,9","","-15,1","","33,1","","0,0","","","M","","M","0,0","","","","27","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-13","2012","02","13","","-3,1","","-11,2","","-7,2","","25,2","","0,0","","","M","","M","1,0","","","","29","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-14","2012","02","14","","3,4","","-3,3","","0,1","","17,9","","0,0","","","M","","M","0,0","","","","21","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-15","2012","02","15","","3,4","","-0,6","","1,4","","16,6","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-16","2012","02","16","","6,3","","0,6","","3,5","","14,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-17","2012","02","17","","3,3","","0,4","","1,9","","16,1","","0,0","","","M","","M","4,8","","","","28","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-18","2012","02","18","","1,2","","-4,0","","-1,4","","19,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-19","2012","02","19","","-1,7","","-7,5","","-4,6","","22,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-20","2012","02","20","","-3,0","","-11,8","","-7,4","","25,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-21","2012","02","21","","4,7","","-10,9","","-3,1","","21,1","","0,0","","","M","","M","0,0","","","","21","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-22","2012","02","22","","7,0","","0,3","","3,7","","14,3","","0,0","","","M","","M","4,6","","","","18","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-23","2012","02","23","","2,1","","-3,5","","-0,7","","18,7","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-24","2012","02","24","","2,5","","-4,4","","-1,0","","19,0","","0,0","","","M","","M","13,4","","","","16","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-25","2012","02","25","","1,1","","-8,7","","-3,8","","21,8","","0,0","","","M","","M","11,6","","","","28","","52",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-26","2012","02","26","","-7,1","","-15,0","","-11,1","","29,1","","0,0","","","M","","M","0,0","","","","28","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-27","2012","02","27","","4,7","","-16,0","","-5,7","","23,7","","0,0","","","M","","M","1,0","","","","26","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-28","2012","02","28","","-3,6","","-15,2","","-9,4","","27,4","","0,0","","","M","","M","2,0","","","","28","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-02-29","2012","02","29","","0,3","","-17,8","","-8,8","","26,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-01","2012","03","01","","-2,3","","-4,4","","-3,4","","21,4","","0,0","","","M","","M","5,3","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-02","2012","03","02","","2,3","","-3,3","","-0,5","","18,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-03","2012","03","03","","7,7","","-0,4","","3,7","","14,3","","0,0","","","M","","M","2,0","","","","24","","57",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-04","2012","03","04","","0,1","","-11,4","","-5,7","","23,7","","0,0","","","M","","M","7,6","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-05","2012","03","05","","-10,0","","-17,4","","-13,7","","31,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-06","2012","03","06","","-0,8","","-21,0","","-10,9","","28,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-07","2012","03","07","","12,7","","-0,8","","6,0","","12,0","","0,0","","","M","","M","1,0","","","","17","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-08","2012","03","08","","14,2","","0,3","","7,3","","10,7","","0,0","","","M","","M","11,4","","","","31","","56",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-09","2012","03","09","","0,3","","-5,9","","-2,8","","20,8","","0,0","","","M","","M","1,4","","","","28","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-10","2012","03","10","","-1,1","","-8,4","","-4,8","","22,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-11","2012","03","11","","11,4","","-2,1","","4,7","","13,3","","0,0","","","M","","M","1,0","","","","16","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-12","2012","03","12","","14,2","","-0,1","","7,1","","10,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-13","2012","03","13","","14,1","","5,1","","9,6","","8,4","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-14","2012","03","14","","6,1","","-0,2","","3,0","","15,0","","0,0","","","M","","M","5,7","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-15","2012","03","15","","10,4","","-0,3","","5,1","","12,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-16","2012","03","16","","6,8","","2,8","","4,8","","13,2","","0,0","","","M","","M","14,8","","","","17","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-17","2012","03","17","","12,8","","-1,0","","5,9","","12,1","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-18","2012","03","18","","23,9","","10,1","","17,0","","1,0","","0,0","","","M","","M","0,0","","","","18","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-19","2012","03","19","","23,2","","9,8","","16,5","","1,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-20","2012","03","20","","23,6","","7,4","","15,5","","2,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-21","2012","03","21","","25,7","","9,4","","17,6","","0,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-22","2012","03","22","","23,6","","10,7","","17,2","","0,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-23","2012","03","23","","15,8","","4,6","","10,2","","7,8","","0,0","","","M","","M","0,0","","","","31","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-24","2012","03","24","","8,8","","1,9","","5,4","","12,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-25","2012","03","25","","8,5","","4,8","","6,7","","11,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-26","2012","03","26","","7,6","","-5,7","","1,0","","17,0","","0,0","","","M","","M","1,1","","","","35","","52",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-27","2012","03","27","","1,7","","-8,5","","-3,4","","21,4","","0,0","","","M","","M","0,0","","","","35","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-28","2012","03","28","","7,5","","-2,6","","2,5","","15,5","","0,0","","","M","","M","3,6","","","","18","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-29","2012","03","29","","1,9","","-1,3","","0,3","","17,7","","0,0","","","M","","M","0,0","","","","33","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-30","2012","03","30","","3,1","","-4,9","","-0,9","","18,9","","0,0","","","M","","M","1,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-03-31","2012","03","31","","8,3","","-4,9","","1,7","","16,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-01","2012","04","01","","5,9","","-5,7","","0,1","","17,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-02","2012","04","02","","6,3","","-1,9","","2,2","","15,8","","0,0","","","M","","M","0,0","","","","31","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-03","2012","04","03","","","M","-2,8","E","","M","","M","","M","","M","","M","","M","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-04","2012","04","04","","8,8","","0,4","","4,6","","13,4","","0,0","","","M","","M","0,0","","","","31","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-05","2012","04","05","","5,9","","-0,1","","2,9","","15,1","","0,0","","","M","","M","0,0","","","","32","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-06","2012","04","06","","8,1","","-0,5","","3,8","","14,2","","0,0","","","M","","M","0,0","","","","29","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-07","2012","04","07","","7,3","","1,0","","4,2","","13,8","","0,0","","","M","","M","0,0","","","","33","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-08","2012","04","08","","9,5","","1,4","","5,5","","12,5","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-09","2012","04","09","","6,2","","2,8","","4,5","","13,5","","0,0","","","M","","M","6,0","","","","27","","46",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-10","2012","04","10","","7,0","","3,1","","5,1","","12,9","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-11","2012","04","11","","9,8","","0,9","","5,4","","12,6","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-12","2012","04","12","","10,5","","0,2","","5,4","","12,6","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-13","2012","04","13","","14,3","","-1,6","","6,4","","11,6","","0,0","","","M","","M","0,0","","","","26","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-14","2012","04","14","","17,0","","1,1","","9,1","","8,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-15","2012","04","15","","22,0","","10,7","","16,4","","1,6","","0,0","","","M","","M","0,0","","","","24","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-16","2012","04","16","","28,2","","16,2","","22,2","","0,0","","4,2","","","M","","M","0,0","","","","27","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-17","2012","04","17","","20,1","","4,2","","12,2","","5,8","","0,0","","","M","","M","0,0","","","","24","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-18","2012","04","18","","10,7","","-0,7","","5,0","","13,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-19","2012","04","19","","20,8","","0,1","","10,5","","7,5","","0,0","","","M","","M","0,0","","","","16","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-20","2012","04","20","","16,0","","6,3","","11,2","","6,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-21","2012","04","21","","16,2","","0,7","","8,5","","9,5","","0,0","","","M","","M","9,2","","","","18","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-22","2012","04","22","","4,2","","0,1","","2,2","","15,8","","0,0","","","M","","M","7,8","","","","4","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-23","2012","04","23","","16,9","","2,0","","9,5","","8,5","","0,0","","","M","","M","17,4","","","","3","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-24","2012","04","24","","10,9","","4,8","","7,9","","10,1","","0,0","","","M","","M","1,0","","","","21","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-25","2012","04","25","","9,8","","4,7","","7,3","","10,7","","0,0","","","M","","M","0,0","","","","20","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-26","2012","04","26","","13,6","","2,4","","8,0","","10,0","","0,0","","","M","","M","10,4","","","","19","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-27","2012","04","27","","6,7","","-1,5","","2,6","","15,4","","0,0","","","M","","M","1,4","","","","27","","52",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-28","2012","04","28","","6,0","","-3,0","","1,5","","16,5","","0,0","","","M","","M","0,0","","","","26","","44",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-29","2012","04","29","","8,0","","-3,0","","2,5","","15,5","","0,0","","","M","","M","0,0","","","","25","","50",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-04-30","2012","04","30","","13,5","","-3,4","","5,1","","12,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-01","2012","05","01","","11,3","","6,5","","8,9","","9,1","","0,0","","","M","","M","6,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-02","2012","05","02","","17,4","","7,6","","12,5","","5,5","","0,0","","","M","","M","0,6","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-03","2012","05","03","","18,5","","9,7","","14,1","","3,9","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-04","2012","05","04","","15,8","","8,3","","12,1","","5,9","","0,0","","","M","","M","3,2","","","","32","","39",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-05","2012","05","05","","13,7","","5,0","","9,4","","8,6","","0,0","","","M","","M","0,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-06","2012","05","06","","15,7","","0,8","","8,3","","9,7","","0,0","","","M","","M","0,0","","","","3","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-07","2012","05","07","","21,7","","-0,5","","10,6","","7,4","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-08","2012","05","08","","15,6","","10,8","","13,2","","4,8","","0,0","","","M","","M","13,2","","","","17","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-09","2012","05","09","","19,5","","11,9","","15,7","","2,3","","0,0","","","M","","M","6,6","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-10","2012","05","10","","12,0","","6,7","","9,4","","8,6","","0,0","","","M","","M","12,2","","","","28","","33",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-11","2012","05","11","","15,9","","3,2","","9,6","","8,4","","0,0","","","M","","M","0,8","","","","33","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-12","2012","05","12","","22,1","","1,3","","11,7","","6,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-13","2012","05","13","","18,9","","7,7","","13,3","","4,7","","0,0","","","M","","M","6,8","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-14","2012","05","14","","23,1","","6,8","","15,0","","3,0","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-15","2012","05","15","","18,4","","14,2","","16,3","","1,7","","0,0","","","M","","M","11,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-16","2012","05","16","","25,1","","10,0","","17,6","","0,4","","0,0","","","M","","M","14,8","","","","26","","41",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-17","2012","05","17","","14,8","","4,3","","9,6","","8,4","","0,0","","","M","","M","0,2","","","","26","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-18","2012","05","18","","20,6","","1,8","","11,2","","6,8","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-19","2012","05","19","","25,2","","6,2","","15,7","","2,3","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-20","2012","05","20","","29,4","","10,0","","19,7","","0,0","","1,7","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-21","2012","05","21","","28,1","","17,5","","22,8","","0,0","","4,8","","","M","","M","0,6","","","","15","","37",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-22","2012","05","22","","22,9","","14,6","","18,8","","0,0","","0,8","","","M","","M","5,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-23","2012","05","23","","22,1","","12,2","","17,2","","0,8","","0,0","","","M","","M","0,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-24","2012","05","24","","28,1","","12,4","","20,3","","0,0","","2,3","","","M","","M","0,0","","","","18","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-25","2012","05","25","","25,7","","18,4","","22,1","","0,0","","4,1","","","M","","M","1,6","","","","18","","43",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-26","2012","05","26","","23,9","","12,6","","18,3","","0,0","","0,3","","","M","","M","0,0","","","","31","","32",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-27","2012","05","27","","21,5","","11,0","","16,3","","1,7","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-28","2012","05","28","","23,1","","12,2","","17,7","","0,3","","0,0","","","M","","M","1,2","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-29","2012","05","29","","28,3","","15,6","","22,0","","0,0","","4,0","","","M","","M","27,6","","","","36","","54",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-30","2012","05","30","","23,4","","13,1","","18,3","","0,0","","0,3","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-05-31","2012","05","31","","18,8","","7,1","","13,0","","5,0","","0,0","","","M","","M","0,0","","","","30","","35",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-06-01","2012","06","01","","20,3","","5,5","","12,9","","5,1","","0,0","","","M","","M","0,0","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-06-02","2012","06","02","","17,2","","11,8","","14,5","","3,5","","0,0","","","M","","M","9,4","","","","","","<31",""
"-72,85","45,03","FRELIGHSBURG","7022579","2012-06-03","2012","06","03","","20,0","","10,6","","15,3","","2,7","","0,0","","","M","","M","1,0","","","","10","","33",""
